(186, 212, 238)
(224, 229, 251)
(254, 225, 188)
(255, 169, 58)
(248, 154, 33)
(181, 218, 243)
(154, 182, 205)
(183, 213, 232)
(168, 181, 224)
(226, 245, 251)
(251, 181, 90)
(153, 175, 233)
(181, 213, 232)
(128, 157, 225)
(113, 157, 223)
(251, 205, 146)
(208, 228, 246)
(249, 169, 68)
(111, 149, 225)
(191, 197, 233)
(188, 212, 231)
(132, 156, 221)
(254, 176, 73)
(141, 158, 228)
(128, 161, 218)
(195, 199, 226)
(250, 150, 24)
(230, 225, 240)
(247, 149, 22)
(252, 210, 155)
(253, 244, 231)
(254, 237, 207)
(208, 237, 252)
(202, 225, 243)
(255, 200, 118)
(253, 229, 198)
(255, 196, 109)
(252, 216, 170)
(217, 245, 253)
(89, 129, 211)
(208, 221, 237)
(208, 235, 247)
(102, 159, 226)
(255, 185, 95)
(188, 190, 232)
(255, 180, 80)
(250, 160, 45)
(147, 183, 209)
(183, 217, 243)
(111, 159, 217)
(180, 216, 241)
(255, 198, 121)
(250, 185, 103)
(255, 214, 155)
(252, 209, 155)
(201, 227, 240)
(156, 173, 201)
(251, 208, 153)
(255, 196, 118)
(116, 144, 199)
(158, 185, 200)
(255, 193, 113)
(139, 162, 210)
(255, 251, 246)
(157, 182, 222)
(179, 194, 214)
(129, 156, 230)
(153, 170, 207)
(129, 166, 222)
(254, 230, 193)
(248, 161, 51)
(253, 163, 49)
(168, 189, 228)
(253, 166, 55)
(180, 204, 237)
(255, 187, 102)
(249, 174, 79)
(142, 162, 206)
(250, 183, 97)
(255, 227, 184)
(214, 231, 240)
(179, 195, 210)
(248, 149, 21)
(183, 204, 216)
(255, 188, 99)
(212, 238, 248)
(186, 215, 235)
(249, 154, 35)
(248, 152, 29)
(159, 176, 220)
(255, 191, 107)
(124, 156, 218)
(253, 239, 220)
(180, 190, 227)
(186, 190, 232)
(249, 165, 58)
(250, 156, 34)
(250, 151, 25)
(167, 182, 207)
(120, 149, 215)
(183, 213, 230)
(127, 151, 200)
(249, 151, 26)
(255, 188, 92)
(129, 156, 212)
(147, 166, 208)
(161, 186, 199)
(167, 209, 248)
(248, 151, 28)
(255, 163, 45)
(166, 171, 223)
(108, 161, 215)
(252, 212, 162)
(123, 147, 200)
(252, 207, 148)
(249, 160, 47)
(195, 219, 242)
(129, 149, 225)
(255, 219, 171)
(123, 151, 223)
(254, 168, 59)
(251, 155, 32)
(248, 156, 40)
(255, 174, 59)
(105, 144, 218)
(251, 191, 115)
(161, 185, 204)
(155, 184, 205)
(95, 141, 220)
(137, 162, 202)
(253, 223, 185)
(179, 193, 223)
(163, 186, 214)
(253, 254, 255)
(165, 184, 211)
(251, 212, 161)
(192, 210, 242)
(116, 146, 220)
(163, 198, 214)
(124, 167, 224)
(253, 205, 144)
(115, 152, 209)
(252, 175, 75)
(246, 147, 19)
(249, 176, 81)
(122, 165, 221)
(159, 184, 208)
(255, 164, 45)
(186, 220, 236)
(205, 227, 243)
(249, 168, 66)
(247, 155, 38)
(247, 152, 30)
(247, 158, 42)
(255, 191, 98)
(255, 218, 172)
(253, 182, 90)
(136, 181, 236)
(255, 159, 33)
(249, 158, 42)
(226, 224, 245)
(253, 162, 47)
(249, 177, 82)
(202, 201, 229)
(173, 196, 218)
(163, 181, 205)
(253, 228, 193)
(129, 151, 194)
(182, 203, 231)
(253, 234, 209)
(127, 158, 219)
(249, 169, 65)
(190, 201, 236)
(183, 212, 234)
(135, 165, 235)
(203, 203, 240)
(226, 233, 243)
(251, 206, 147)
(156, 172, 220)
(188, 195, 244)
(164, 174, 220)
(182, 191, 232)
(252, 210, 156)
(211, 233, 250)
(173, 190, 217)
(116, 159, 222)
(161, 181, 207)
(126, 148, 210)
(120, 174, 232)
(248, 156, 39)
(255, 171, 56)
(153, 180, 220)
(254, 239, 219)
(171, 195, 232)
(151, 175, 233)
(178, 200, 234)
(254, 229, 199)
(252, 157, 35)
(247, 153, 32)
(247, 156, 40)
(133, 154, 216)
(189, 217, 235)
(158, 181, 202)
(114, 148, 216)
(147, 169, 201)
(247, 151, 28)
(191, 200, 224)
(106, 135, 205)
(250, 188, 109)
(251, 203, 141)
(253, 220, 177)
(161, 178, 227)
(151, 189, 221)
(180, 214, 244)
(165, 180, 227)
(249, 178, 87)
(254, 163, 46)
(122, 152, 213)
(168, 191, 230)
(151, 176, 234)
(194, 206, 241)
(126, 147, 206)
(187, 190, 231)
(162, 179, 216)
(254, 153, 24)
(217, 223, 245)
(209, 227, 246)
(165, 178, 203)
(182, 198, 237)
(255, 189, 104)
(181, 197, 223)
(135, 155, 211)
(168, 178, 236)
(252, 170, 65)
(255, 230, 191)
(199, 217, 234)
(181, 220, 244)
(175, 201, 215)
(232, 233, 242)
(184, 214, 243)
(231, 246, 250)
(122, 148, 210)
(255, 238, 217)
(137, 158, 215)
(175, 193, 226)
(252, 221, 182)
(158, 184, 208)
(254, 176, 77)
(135, 164, 227)
(255, 244, 230)
(251, 192, 117)
(197, 205, 231)
(208, 220, 246)
(169, 202, 234)
(183, 214, 243)
(138, 168, 215)
(129, 155, 210)
(159, 180, 203)
(96, 141, 219)
(164, 197, 235)
(125, 160, 213)
(255, 170, 59)
(125, 169, 239)
(153, 167, 215)
(123, 157, 199)
(251, 193, 119)
(124, 153, 211)
(253, 168, 60)
(120, 148, 226)
(182, 208, 238)
(255, 204, 125)
(255, 198, 125)
(253, 233, 206)
(176, 207, 230)
(188, 186, 229)
(163, 169, 201)
(251, 201, 138)
(129, 173, 223)
(185, 209, 231)
(126, 153, 221)
(187, 218, 238)
(169, 195, 229)
(251, 185, 101)
(255, 220, 169)
(146, 171, 219)
(251, 191, 116)
(123, 146, 202)
(255, 210, 150)
(223, 238, 246)
(252, 204, 142)
(187, 224, 251)
(255, 166, 51)
(188, 202, 231)
(167, 183, 225)
